iter	RMSE
463	0.06575806336
464	0.06575804957
465	0.06575802916
466	0.0657580121
467	0.06575799328
468	0.0657579852
469	0.06575796716
470	0.06575794997
471	0.06575793369
472	0.06575792444
473	0.06575791016
474	0.06575789967
475	0.06575789028
476	0.06575787686
477	0.06575786247
478	0.06575785606
479	0.0657578511
480	0.06575784744
481	0.06575783395
482	0.06575782115
483	0.06575781268
484	0.06575780568
485	0.06575779408
486	0.06575778304
487	0.06575777294
488	0.06575776258
489	0.06575775396
490	0.06575774636
491	0.06575773577
492	0.06575773035
493	0.06575771982
494	0.06575771028
495	0.0657577085
496	0.06575770568
497	0.06575769677
498	0.06575769098
499	0.06575768235
500	0.06575768106
501	0.06575767401
502	0.06575766643
503	0.06575766163
504	0.06575765626
505	0.06575764963
506	0.0657576426
507	0.06575763551
508	0.06575762864
509	0.06575762207
510	0.06575761755
511	0.0657576137
512	0.06575760763
513	0.0657576023
514	0.06575759861
515	0.06575759403
516	0.06575758881
517	0.0657575837
518	0.06575757849
519	0.06575757542
520	0.0657575718
521	0.06575756697
522	0.06575756292
523	0.0657575597
524	0.06575755673
525	0.06575755422
526	0.06575755007
527	0.06575754758
528	0.06575754364
529	0.0657575417
530	0.06575753885
531	0.06575753635
532	0.06575753228
533	0.06575752893
534	0.0657575256
535	0.06575752218
536	0.06575751853
537	0.06575751786
538	0.06575751701
539	0.06575751591
540	0.06575751396
541	0.06575751242
542	0.06575751001
543	0.06575750695
544	0.06575750374
545	0.06575750097
546	0.06575749972
547	0.0657574971
548	0.06575749429
549	0.06575749246
550	0.06575748986
551	0.06575748853
552	0.06575748628
553	0.0657574842
554	0.06575748262
555	0.0657574803
556	0.06575747889
557	0.06575747675
558	0.06575747536
559	0.06575747451
560	0.06575747263
561	0.06575747087
562	0.06575746974
563	0.06575746808
564	0.0657574672
565	0.06575746614
566	0.06575746506
567	0.06575746404
568	0.06575746291
569	0.06575746136
570	0.06575745971
571	0.06575745818
572	0.06575745724
573	0.06575745639
574	0.06575745536
575	0.06575745391
576	0.06575745307
577	0.06575745236
578	0.06575745196
579	0.06575745098
580	0.06575744965
581	0.06575744839
582	0.06575744771
583	0.06575744651
584	0.06575744535
585	0.06575744435
586	0.0657574439
587	0.0657574432
588	0.06575744216
589	0.06575744154
590	0.06575744056
591	0.0657574397
592	0.0657574391
593	0.06575743829
594	0.06575743778
595	0.06575743726
596	0.06575743645
597	0.06575743597
598	0.06575743514
599	0.06575743436
600	0.06575743365
601	0.06575743325
602	0.06575743253
603	0.06575743213
604	0.06575743149
605	0.06575743082
606	0.06575743054
607	0.06575743021
608	0.06575742985
609	0.06575742938
610	0.06575742878
611	0.0657574282
612	0.06575742786
613	0.06575742756
614	0.06575742744
615	0.06575742722
616	0.06575742694
617	0.0657574264
618	0.06575742589
619	0.0657574254
620	0.06575742512
621	0.06575742483
622	0.06575742437
623	0.06575742393
624	0.06575742351
625	0.06575742323
626	0.06575742286
627	0.0657574227
628	0.06575742233
629	0.06575742197
630	0.0657574217
631	0.06575742136
632	0.06575742106
633	0.06575742075
634	0.06575742048
635	0.06575742038
636	0.06575742013
637	0.06575741985
638	0.06575741966
639	0.06575741943
640	0.06575741924
641	0.06575741909
642	0.06575741898
643	0.06575741884
644	0.06575741861
645	0.06575741849
646	0.06575741836
647	0.06575741821
648	0.06575741798
649	0.06575741785
650	0.06575741771
651	0.06575741755
652	0.06575741742
653	0.06575741728
654	0.06575741708
655	0.06575741688
656	0.06575741679
657	0.06575741659
658	0.0657574164
659	0.06575741623
660	0.06575741613
661	0.06575741605
662	0.06575741588
663	0.06575741578
664	0.0657574157
665	0.06575741554
666	0.06575741546
667	0.06575741529
668	0.06575741516
669	0.0657574151
670	0.06575741503
671	0.06575741497
672	0.06575741483
673	0.06575741469
674	0.06575741465
675	0.06575741452
676	0.0657574144
677	0.06575741434
678	0.06575741422
679	0.06575741412
680	0.06575741406
681	0.06575741396
682	0.0657574139
683	0.06575741384
684	0.06575741379
685	0.0657574137
686	0.06575741359
687	0.0657574135
688	0.06575741345
689	0.06575741336
690	0.06575741328
691	0.06575741324
692	0.06575741319
693	0.06575741314
694	0.0657574131
695	0.06575741302
696	0.06575741295
697	0.06575741293
698	0.06575741285
699	0.06575741278
700	0.06575741275
701	0.06575741274
702	0.06575741271
703	0.06575741268
704	0.06575741262
705	0.06575741256
706	0.06575741254
707	0.06575741248
708	0.06575741242
709	0.06575741241
710	0.06575741237
711	0.06575741234
712	0.06575741231
713	0.06575741226
714	0.06575741223
715	0.06575741218
716	0.06575741213
717	0.06575741209
718	0.06575741207
719	0.06575741205
720	0.06575741204
721	0.06575741201
722	0.06575741197
723	0.06575741195
724	0.06575741191
725	0.06575741189
726	0.06575741187
727	0.06575741184
728	0.06575741182
729	0.06575741181
730	0.06575741177
731	0.06575741173
732	0.06575741171
733	0.06575741168
734	0.06575741165
735	0.06575741164
736	0.06575741161
737	0.0657574116
738	0.06575741157
739	0.06575741156
740	0.06575741154
741	0.06575741153
742	0.0657574115
743	0.06575741149
744	0.06575741146
745	0.06575741145
746	0.06575741143
747	0.06575741141
748	0.0657574114
749	0.06575741138
750	0.06575741138
751	0.06575741136
752	0.06575741134
753	0.06575741133
754	0.06575741131
755	0.0657574113
756	0.06575741129
757	0.06575741128
758	0.06575741128
759	0.06575741127
760	0.06575741127
761	0.06575741126
762	0.06575741126
763	0.06575741126
764	0.06575741125
765	0.06575741123
766	0.06575741122
767	0.06575741121
768	0.0657574112
769	0.06575741119
770	0.06575741119
771	0.06575741118
772	0.06575741118
773	0.06575741116
774	0.06575741116
775	0.06575741115
776	0.06575741115
777	0.06575741114
778	0.06575741114
779	0.06575741113
780	0.06575741111
781	0.06575741111
782	0.06575741111
783	0.0657574111
784	0.06575741109
785	0.06575741109
786	0.06575741108
787	0.06575741107
788	0.06575741106
789	0.06575741105
790	0.06575741105
791	0.06575741105
792	0.06575741104
793	0.06575741103
794	0.06575741103
795	0.06575741102
796	0.06575741101
797	0.06575741101
798	0.065757411
799	0.06575741099
800	0.06575741099
801	0.06575741098
802	0.06575741097
803	0.06575741097
804	0.06575741096
805	0.06575741096
806	0.06575741096
807	0.06575741095
808	0.06575741095
809	0.06575741094
810	0.06575741094
811	0.06575741094
812	0.06575741093
813	0.06575741093
814	0.06575741092
815	0.06575741091
816	0.06575741091
817	0.06575741091
818	0.06575741091
819	0.0657574109
820	0.0657574109
821	0.06575741089
822	0.06575741089
823	0.06575741089
824	0.06575741088
825	0.06575741088
826	0.06575741088
827	0.06575741088
828	0.06575741088
829	0.06575741087
830	0.06575741087
831	0.06575741087
832	0.06575741087
833	0.06575741086
834	0.06575741086
835	0.06575741086
836	0.06575741085
837	0.06575741085
838	0.06575741085
839	0.06575741085
840	0.06575741085
841	0.06575741084
842	0.06575741084
843	0.06575741084
844	0.06575741084
845	0.06575741084
846	0.06575741084
847	0.06575741083
848	0.06575741083
849	0.06575741083
850	0.06575741083
851	0.06575741083
852	0.06575741083
853	0.06575741083
854	0.06575741083
855	0.06575741082
856	0.06575741082
857	0.06575741082
858	0.06575741082
859	0.06575741082
860	0.06575741082
861	0.06575741082
862	0.06575741081
863	0.06575741081
864	0.06575741081
865	0.06575741081
866	0.06575741081
867	0.06575741081
868	0.06575741081
869	0.06575741081
870	0.06575741081
871	0.06575741081
872	0.0657574108
873	0.0657574108
874	0.0657574108
875	0.0657574108
876	0.0657574108
877	0.0657574108
878	0.0657574108
879	0.0657574108
880	0.0657574108
881	0.0657574108
882	0.0657574108
883	0.06575741079
884	0.06575741079
885	0.06575741079
886	0.06575741079
887	0.06575741079
888	0.06575741079
889	0.06575741079
890	0.06575741079
891	0.06575741079
892	0.06575741079
893	0.06575741079
894	0.06575741079
895	0.06575741079
896	0.06575741079
897	0.06575741078
898	0.06575741078
899	0.06575741078
900	0.06575741078
901	0.06575741078
902	0.06575741078
903	0.06575741078
904	0.06575741078
905	0.06575741078
906	0.06575741078
907	0.06575741078
908	0.06575741078
909	0.06575741078
910	0.06575741078
911	0.06575741078
912	0.06575741078
913	0.06575741078
914	0.06575741078
915	0.06575741078
916	0.06575741077
917	0.06575741077
918	0.06575741077
919	0.06575741077
920	0.06575741077
921	0.06575741077
922	0.06575741077
923	0.06575741077
924	0.06575741077
925	0.06575741077
926	0.06575741077
927	0.06575741077
928	0.06575741077
929	0.06575741077
930	0.06575741077
931	0.06575741077
932	0.06575741077
933	0.06575741077
934	0.06575741077
935	0.06575741077
936	0.06575741077
937	0.06575741077
938	0.06575741077
939	0.06575741077
940	0.06575741077
941	0.06575741077
942	0.06575741077
943	0.06575741077
944	0.06575741077
945	0.06575741077
946	0.06575741077
947	0.06575741077
948	0.06575741077
949	0.06575741077
950	0.06575741077
951	0.06575741077
952	0.06575741077
953	0.06575741077
954	0.06575741077
955	0.06575741076
956	0.06575741076
957	0.06575741076
958	0.06575741076
959	0.06575741076
960	0.06575741076
961	0.06575741076
962	0.06575741076
963	0.06575741076
964	0.06575741076
965	0.06575741076
966	0.06575741076
967	0.06575741076
968	0.06575741076
969	0.06575741076
970	0.06575741076
971	0.06575741076
972	0.06575741076
973	0.06575741076
974	0.06575741076
975	0.06575741076
976	0.06575741076
977	0.06575741076
978	0.06575741076
979	0.06575741076
980	0.06575741076
981	0.06575741076
982	0.06575741076
983	0.06575741076
984	0.06575741076
985	0.06575741076
986	0.06575741076
987	0.06575741076
988	0.06575741076
989	0.06575741076
990	0.06575741076
991	0.06575741076
992	0.06575741076
993	0.06575741076
994	0.06575741076
995	0.06575741076
996	0.06575741076
997	0.06575741076
998	0.06575741076
999	0.06575741076
